period,providerRecordId,extractDate,serviceStartDate,serviceEndDate,invoiceStartDate,invoiceEndDate,providerInvoiceId,providerFinalBillFlag,providerName,assetAccountId,billingAccountId,providerRegion,assetName,providerAssetId,description,quantity,unitOfMeasure,providerCurrency,pcProviderUnitCost,pcProviderTotalCost,pcProviderTaxCost,pcCustomerUnitCost,pcCustomerTotalCost,customerCurrency,customerConversionRate,customerCurrencyDate,orderId,providerServiceName,providerServiceDescription,tags
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0009,strg0009,,0.0006,GB,USD,0.087334384186086,5.2400630512e-05,0.0,0.087334384186086,5.2400630512e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000008,strg000008,,0.0006,GB,USD,0.087334384186086,5.2400630512e-05,0.0,0.087334384186086,5.2400630512e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000007,strg000007,,0.0006,GB,USD,0.087334384186086,5.2400630512e-05,0.0,0.087334384186086,5.2400630512e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0105,strg0105,,0.0006,GB,USD,0.087334384186086,5.2400630512e-05,0.0,0.087334384186086,5.2400630512e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0007,strg0007,,0.0006,GB,USD,0.087334384186086,5.2400630512e-05,0.0,0.087334384186086,5.2400630512e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000003,strg000003,,0.0006,GB,USD,0.087334384186086,5.2400630512e-05,0.0,0.087334384186086,5.2400630512e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000006,strg000006,,0.0006,GB,USD,0.087334384186086,5.2400630512e-05,0.0,0.087334384186086,5.2400630512e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0101,strg0101,,0.0006,GB,USD,0.087334384186086,5.2400630512e-05,0.0,0.087334384186086,5.2400630512e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0006,strg0006,,0.0006,GB,USD,0.087334384186086,5.2400630512e-05,0.0,0.087334384186086,5.2400630512e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000002,strg000002,,0.000596,GB,USD,0.087334384186086,5.2051292975e-05,0.0,0.087334384186086,5.2051292975e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0102,strg0102,,0.0006,GB,USD,0.087334384186086,5.2400630512e-05,0.0,0.087334384186086,5.2400630512e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0008,strg0008,,0.0006,GB,USD,0.087334384186086,5.2400630512e-05,0.0,0.087334384186086,5.2400630512e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000005,strg000005,,0.0006,GB,USD,0.087334384186086,5.2400630512e-05,0.0,0.087334384186086,5.2400630512e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000001,strg000001,,0.0006,GB,USD,0.087334384186086,5.2400630512e-05,0.0,0.087334384186086,5.2400630512e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,West US,wahwahwah,wahwahwah,,0.0122,Operation Units,USD,0.00033172557007,4.047051955e-06,0.0,0.00033172557007,4.047051955e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,West US,wheezy900,wheezy900,,0.0122,Operation Units,USD,0.00033172557007,4.047051955e-06,0.0,0.00033172557007,4.047051955e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,West US,whoaa,whoaa,,0.0122,Operation Units,USD,0.00033172557007,4.047051955e-06,0.0,0.00033172557007,4.047051955e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,West US,westcoaststore,westcoaststore,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,West US,azurewestusa,azurewestusa,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,West US,0rportalvhds32nl4l75d54k,0rportalvhds32nl4l75d54k,,0.0146,Operation Units,USD,0.00033172557007,4.843193323e-06,0.0,0.00033172557007,4.843193323e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,West US,a2standard,a2standard,,0.0146,Operation Units,USD,0.00033172557007,4.843193323e-06,0.0,0.00033172557007,4.843193323e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,West Europe,azurewesteuropes,azurewesteuropes,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,West Europe,azurewesteuropes,azurewesteuropes,,0.188664,GB,USD,0.060001190203052,0.011320064548469,0.0,0.060001190203052,0.011320064548469,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,zvm0,zvm0,,0.0146,Operation Units,USD,0.00033172557007,4.843193323e-06,0.0,0.00033172557007,4.843193323e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,azureeastusa,azureeastusa,,0.0146,Operation Units,USD,0.00034612069844,5.053362197e-06,0.0,0.00034612069844,5.053362197e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000001,strg000001,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,smokeh206,smokeh206,,0.0242,Operation Units,USD,0.00034612069844,8.376120902e-06,0.0,0.00034612069844,8.376120902e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,addingdisktetst,addingdisktetst,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,neerstorage,neerstorage,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,regregregreg,regregregreg,,0.0296,Operation Units,USD,0.00034612069844,1.0245172674e-05,0.0,0.00034612069844,1.0245172674e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,kbstorageac,kbstorageac,,0.0242,Operation Units,USD,0.00034612069844,8.376120902e-06,0.0,0.00034612069844,8.376120902e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,cm22327,cm22327,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,affinitygroupsftw,affinitygroupsftw,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000009,strg000009,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0006,strg0006,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,suren,suren,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000007,strg000007,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0105,strg0105,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0007,strg0007,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000003,strg000003,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000006,strg000006,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0101,strg0101,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0009,strg0009,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000002,strg000002,,0.0289,Operation Units,USD,0.00034612069844,1.0002888185e-05,0.0,0.00034612069844,1.0002888185e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000008,strg000008,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0102,strg0102,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0008,strg0008,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000005,strg000005,,0.029,Operation Units,USD,0.00034612069844,1.0037500255e-05,0.0,0.00034612069844,1.0037500255e-05,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,cm22327,cm22327,,1.282896,GB,USD,0.0749975169741,0.096214014536005,0.0,0.0749975169741,0.096214014536005,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg000002,strg000002,,0.00012,GB,USD,0.074842252379652,8.981070286e-06,0.0,0.074842252379652,8.981070286e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,affinitygroupsftw,affinitygroupsftw,,9.6e-05,GB,USD,0.074842252379652,7.184856228e-06,0.0,0.074842252379652,7.184856228e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,smokeh206,smokeh206,,9.6e-05,GB,USD,0.074842252379652,7.184856228e-06,0.0,0.074842252379652,7.184856228e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,addingdisktetst,addingdisktetst,,0.00012,GB,USD,0.074842252379652,8.981070286e-06,0.0,0.074842252379652,8.981070286e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,neerstorage,neerstorage,,0.00012,GB,USD,0.074842252379652,8.981070286e-06,0.0,0.074842252379652,8.981070286e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,regregregreg,regregregreg,,0.000102,GB,USD,0.074842252379652,7.633909743e-06,0.0,0.074842252379652,7.633909743e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,kbstorageac,kbstorageac,,9.6e-05,GB,USD,0.074842252379652,7.184856228e-06,0.0,0.074842252379652,7.184856228e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,cm22327,cm22327,,0.00012,GB,USD,0.074842252379652,8.981070286e-06,0.0,0.074842252379652,8.981070286e-06,USD,1.0,,,Storage,,
201703,,2017-06-15 10:25:38,,,20170701,2017-07-11,estimated,,Azure,53248,53248,East US,strg0102,strg0102,,9.6e-05,GB,USD,0.074842252379652,7.184856228e-06,0.0,0.074842252379652,7.184856228e-06,USD,1.0,,,Storage,,
